image_path,class_name,stem
data\raw\kaggle\Normal\Normal- (4179).jpg,Normal,Normal- (4179)
data\raw\kaggle\Normal\Normal- (2603).jpg,Normal,Normal- (2603)
data\raw\kaggle\Normal\Normal- (2149).jpg,Normal,Normal- (2149)
data\raw\kaggle\Normal\Normal- (2807).jpg,Normal,Normal- (2807)
data\raw\kaggle\Normal\Normal- (1881).jpg,Normal,Normal- (1881)
data\raw\kaggle\Normal\Normal- (741).jpg,Normal,Normal- (741)
data\raw\kaggle\Normal\Normal- (4860).jpg,Normal,Normal- (4860)
data\raw\kaggle\Normal\Normal- (1121).jpg,Normal,Normal- (1121)
data\raw\kaggle\Normal\Normal- (462).jpg,Normal,Normal- (462)
data\raw\kaggle\Normal\Normal- (3596).jpg,Normal,Normal- (3596)
data\raw\kaggle\Normal\Normal- (2921).jpg,Normal,Normal- (2921)
data\raw\kaggle\Normal\Normal- (3175).jpg,Normal,Normal- (3175)
data\raw\kaggle\Normal\Normal- (3687).jpg,Normal,Normal- (3687)
data\raw\kaggle\Normal\Normal- (4000).jpg,Normal,Normal- (4000)
data\raw\kaggle\Normal\Normal- (3880).jpg,Normal,Normal- (3880)
data\raw\kaggle\Normal\Normal- (4077).jpg,Normal,Normal- (4077)
data\raw\kaggle\Normal\Normal- (3898).jpg,Normal,Normal- (3898)
data\raw\kaggle\Normal\Normal- (703).jpg,Normal,Normal- (703)
data\raw\kaggle\Normal\Normal- (3650).jpg,Normal,Normal- (3650)
data\raw\kaggle\Normal\Normal- (249).jpg,Normal,Normal- (249)
data\raw\kaggle\Normal\Normal- (2160).jpg,Normal,Normal- (2160)
data\raw\kaggle\Normal\Normal- (2729).jpg,Normal,Normal- (2729)
data\raw\kaggle\Normal\Normal- (4696).jpg,Normal,Normal- (4696)
data\raw\kaggle\Normal\Normal- (2125).jpg,Normal,Normal- (2125)
data\raw\kaggle\Normal\Normal- (44).jpg,Normal,Normal- (44)
data\raw\kaggle\Normal\Normal- (988).jpg,Normal,Normal- (988)
data\raw\kaggle\Normal\Normal- (4799).jpg,Normal,Normal- (4799)
data\raw\kaggle\Normal\Normal- (302).jpg,Normal,Normal- (302)
data\raw\kaggle\Normal\Normal- (1531).jpg,Normal,Normal- (1531)
data\raw\kaggle\Normal\Normal- (4548).jpg,Normal,Normal- (4548)
data\raw\kaggle\Normal\Normal- (4864).jpg,Normal,Normal- (4864)
data\raw\kaggle\Normal\Normal- (294).jpg,Normal,Normal- (294)
data\raw\kaggle\Normal\Normal- (5069).jpg,Normal,Normal- (5069)
data\raw\kaggle\Normal\Normal- (1764).jpg,Normal,Normal- (1764)
data\raw\kaggle\Normal\Normal- (1661).jpg,Normal,Normal- (1661)
data\raw\kaggle\Normal\Normal- (408).jpg,Normal,Normal- (408)
data\raw\kaggle\Normal\Normal- (539).jpg,Normal,Normal- (539)
data\raw\kaggle\Normal\Normal- (2970).jpg,Normal,Normal- (2970)
data\raw\kaggle\Normal\Normal- (916).jpg,Normal,Normal- (916)
data\raw\kaggle\Normal\Normal- (345).jpg,Normal,Normal- (345)
data\raw\kaggle\Normal\Normal- (1177).jpg,Normal,Normal- (1177)
data\raw\kaggle\Normal\Normal- (4341).jpg,Normal,Normal- (4341)
data\raw\kaggle\Normal\Normal- (1138).jpg,Normal,Normal- (1138)
data\raw\kaggle\Normal\Normal- (2101).jpg,Normal,Normal- (2101)
data\raw\kaggle\Normal\Normal- (3983).jpg,Normal,Normal- (3983)
data\raw\kaggle\Normal\Normal- (4987).jpg,Normal,Normal- (4987)
data\raw\kaggle\Normal\Normal- (3568).jpg,Normal,Normal- (3568)
data\raw\kaggle\Normal\Normal- (1486).jpg,Normal,Normal- (1486)
data\raw\kaggle\Normal\Normal- (150).jpg,Normal,Normal- (150)
data\raw\kaggle\Normal\Normal- (2733).jpg,Normal,Normal- (2733)
data\raw\kaggle\Normal\Normal- (356).jpg,Normal,Normal- (356)
data\raw\kaggle\Normal\Normal- (3278).jpg,Normal,Normal- (3278)
data\raw\kaggle\Normal\Normal- (3660).jpg,Normal,Normal- (3660)
data\raw\kaggle\Normal\Normal- (5007).jpg,Normal,Normal- (5007)
data\raw\kaggle\Normal\Normal- (4274).jpg,Normal,Normal- (4274)
data\raw\kaggle\Normal\Normal- (1234).jpg,Normal,Normal- (1234)
data\raw\kaggle\Normal\Normal- (4029).jpg,Normal,Normal- (4029)
data\raw\kaggle\Normal\Normal- (2883).jpg,Normal,Normal- (2883)
data\raw\kaggle\Normal\Normal- (2705).jpg,Normal,Normal- (2705)
data\raw\kaggle\Normal\Normal- (2961).jpg,Normal,Normal- (2961)
data\raw\kaggle\Normal\Normal- (538).jpg,Normal,Normal- (538)
data\raw\kaggle\Normal\Normal- (2579).jpg,Normal,Normal- (2579)
data\raw\kaggle\Normal\Normal- (4278).jpg,Normal,Normal- (4278)
data\raw\kaggle\Normal\Normal- (2964).jpg,Normal,Normal- (2964)
data\raw\kaggle\Normal\Normal- (3547).jpg,Normal,Normal- (3547)
data\raw\kaggle\Normal\Normal- (1217).jpg,Normal,Normal- (1217)
data\raw\kaggle\Normal\Normal- (3217).jpg,Normal,Normal- (3217)
data\raw\kaggle\Normal\Normal- (4697).jpg,Normal,Normal- (4697)
data\raw\kaggle\Normal\Normal- (2332).jpg,Normal,Normal- (2332)
data\raw\kaggle\Normal\Normal- (2026).jpg,Normal,Normal- (2026)
data\raw\kaggle\Normal\Normal- (2284).jpg,Normal,Normal- (2284)
data\raw\kaggle\Normal\Normal- (2724).jpg,Normal,Normal- (2724)
data\raw\kaggle\Normal\Normal- (1263).jpg,Normal,Normal- (1263)
data\raw\kaggle\Normal\Normal- (1582).jpg,Normal,Normal- (1582)
data\raw\kaggle\Normal\Normal- (4772).jpg,Normal,Normal- (4772)
data\raw\kaggle\Normal\Normal- (4535).jpg,Normal,Normal- (4535)
data\raw\kaggle\Normal\Normal- (3124).jpg,Normal,Normal- (3124)
data\raw\kaggle\Normal\Normal- (1466).jpg,Normal,Normal- (1466)
data\raw\kaggle\Normal\Normal- (2399).jpg,Normal,Normal- (2399)
data\raw\kaggle\Normal\Normal- (1219).jpg,Normal,Normal- (1219)
data\raw\kaggle\Normal\Normal- (4655).jpg,Normal,Normal- (4655)
data\raw\kaggle\Normal\Normal- (5032).jpg,Normal,Normal- (5032)
data\raw\kaggle\Normal\Normal- (1635).jpg,Normal,Normal- (1635)
data\raw\kaggle\Normal\Normal- (2338).jpg,Normal,Normal- (2338)
data\raw\kaggle\Normal\Normal- (2612).jpg,Normal,Normal- (2612)
data\raw\kaggle\Normal\Normal- (2259).jpg,Normal,Normal- (2259)
data\raw\kaggle\Normal\Normal- (2953).jpg,Normal,Normal- (2953)
data\raw\kaggle\Normal\Normal- (4767).jpg,Normal,Normal- (4767)
data\raw\kaggle\Normal\Normal- (3205).jpg,Normal,Normal- (3205)
data\raw\kaggle\Normal\Normal- (1627).jpg,Normal,Normal- (1627)
data\raw\kaggle\Normal\Normal- (3942).jpg,Normal,Normal- (3942)
data\raw\kaggle\Normal\Normal- (2513).jpg,Normal,Normal- (2513)
data\raw\kaggle\Normal\Normal- (213).jpg,Normal,Normal- (213)
data\raw\kaggle\Normal\Normal- (2230).jpg,Normal,Normal- (2230)
data\raw\kaggle\Normal\Normal- (2046).jpg,Normal,Normal- (2046)
data\raw\kaggle\Normal\Normal- (3651).jpg,Normal,Normal- (3651)
data\raw\kaggle\Normal\Normal- (2463).jpg,Normal,Normal- (2463)
data\raw\kaggle\Normal\Normal- (311).jpg,Normal,Normal- (311)
data\raw\kaggle\Normal\Normal- (1671).jpg,Normal,Normal- (1671)
data\raw\kaggle\Normal\Normal- (2657).jpg,Normal,Normal- (2657)
data\raw\kaggle\Normal\Normal- (4768).jpg,Normal,Normal- (4768)
data\raw\kaggle\Normal\Normal- (2433).jpg,Normal,Normal- (2433)
data\raw\kaggle\Normal\Normal- (1421).jpg,Normal,Normal- (1421)
data\raw\kaggle\Normal\Normal- (4800).jpg,Normal,Normal- (4800)
data\raw\kaggle\Normal\Normal- (1929).jpg,Normal,Normal- (1929)
data\raw\kaggle\Normal\Normal- (937).jpg,Normal,Normal- (937)
data\raw\kaggle\Normal\Normal- (1842).jpg,Normal,Normal- (1842)
data\raw\kaggle\Normal\Normal- (1603).jpg,Normal,Normal- (1603)
data\raw\kaggle\Normal\Normal- (337).jpg,Normal,Normal- (337)
data\raw\kaggle\Normal\Normal- (3909).jpg,Normal,Normal- (3909)
data\raw\kaggle\Normal\Normal- (4037).jpg,Normal,Normal- (4037)
data\raw\kaggle\Normal\Normal- (4920).jpg,Normal,Normal- (4920)
data\raw\kaggle\Normal\Normal- (4007).jpg,Normal,Normal- (4007)
data\raw\kaggle\Normal\Normal- (3804).jpg,Normal,Normal- (3804)
data\raw\kaggle\Normal\Normal- (4588).jpg,Normal,Normal- (4588)
data\raw\kaggle\Normal\Normal- (463).jpg,Normal,Normal- (463)
data\raw\kaggle\Normal\Normal- (3837).jpg,Normal,Normal- (3837)
data\raw\kaggle\Normal\Normal- (1512).jpg,Normal,Normal- (1512)
data\raw\kaggle\Normal\Normal- (1047).jpg,Normal,Normal- (1047)
data\raw\kaggle\Normal\Normal- (253).jpg,Normal,Normal- (253)
data\raw\kaggle\Normal\Normal- (3783).jpg,Normal,Normal- (3783)
data\raw\kaggle\Normal\Normal- (1781).jpg,Normal,Normal- (1781)
data\raw\kaggle\Normal\Normal- (4296).jpg,Normal,Normal- (4296)
data\raw\kaggle\Normal\Normal- (364).jpg,Normal,Normal- (364)
data\raw\kaggle\Normal\Normal- (4683).jpg,Normal,Normal- (4683)
data\raw\kaggle\Normal\Normal- (3026).jpg,Normal,Normal- (3026)
data\raw\kaggle\Normal\Normal- (2637).jpg,Normal,Normal- (2637)
data\raw\kaggle\Normal\Normal- (3822).jpg,Normal,Normal- (3822)
data\raw\kaggle\Normal\Normal- (3299).jpg,Normal,Normal- (3299)
data\raw\kaggle\Normal\Normal- (819).jpg,Normal,Normal- (819)
data\raw\kaggle\Normal\Normal- (4094).jpg,Normal,Normal- (4094)
data\raw\kaggle\Normal\Normal- (646).jpg,Normal,Normal- (646)
data\raw\kaggle\Normal\Normal- (758).jpg,Normal,Normal- (758)
data\raw\kaggle\Normal\Normal- (4174).jpg,Normal,Normal- (4174)
data\raw\kaggle\Normal\Normal- (2257).jpg,Normal,Normal- (2257)
data\raw\kaggle\Normal\Normal- (2049).jpg,Normal,Normal- (2049)
data\raw\kaggle\Normal\Normal- (4742).jpg,Normal,Normal- (4742)
data\raw\kaggle\Normal\Normal- (4194).jpg,Normal,Normal- (4194)
data\raw\kaggle\Normal\Normal- (4784).jpg,Normal,Normal- (4784)
data\raw\kaggle\Normal\Normal- (809).jpg,Normal,Normal- (809)
data\raw\kaggle\Normal\Normal- (2520).jpg,Normal,Normal- (2520)
data\raw\kaggle\Normal\Normal- (38).jpg,Normal,Normal- (38)
data\raw\kaggle\Normal\Normal- (1201).jpg,Normal,Normal- (1201)
data\raw\kaggle\Normal\Normal- (3240).jpg,Normal,Normal- (3240)
data\raw\kaggle\Normal\Normal- (316).jpg,Normal,Normal- (316)
data\raw\kaggle\Normal\Normal- (1674).jpg,Normal,Normal- (1674)
data\raw\kaggle\Normal\Normal- (4036).jpg,Normal,Normal- (4036)
data\raw\kaggle\Normal\Normal- (1664).jpg,Normal,Normal- (1664)
data\raw\kaggle\Normal\Normal- (2767).jpg,Normal,Normal- (2767)
data\raw\kaggle\Normal\Normal- (749).jpg,Normal,Normal- (749)
data\raw\kaggle\Normal\Normal- (1272).jpg,Normal,Normal- (1272)
data\raw\kaggle\Normal\Normal- (4116).jpg,Normal,Normal- (4116)
data\raw\kaggle\Normal\Normal- (427).jpg,Normal,Normal- (427)
data\raw\kaggle\Normal\Normal- (4382).jpg,Normal,Normal- (4382)
data\raw\kaggle\Normal\Normal- (3159).jpg,Normal,Normal- (3159)
data\raw\kaggle\Normal\Normal- (1357).jpg,Normal,Normal- (1357)
data\raw\kaggle\Normal\Normal- (829).jpg,Normal,Normal- (829)
data\raw\kaggle\Normal\Normal- (4865).jpg,Normal,Normal- (4865)
data\raw\kaggle\Normal\Normal- (4730).jpg,Normal,Normal- (4730)
data\raw\kaggle\Normal\Normal- (2439).jpg,Normal,Normal- (2439)
data\raw\kaggle\Normal\Normal- (210).jpg,Normal,Normal- (210)
data\raw\kaggle\Normal\Normal- (2667).jpg,Normal,Normal- (2667)
data\raw\kaggle\Normal\Normal- (1700).jpg,Normal,Normal- (1700)
data\raw\kaggle\Normal\Normal- (4170).jpg,Normal,Normal- (4170)
data\raw\kaggle\Normal\Normal- (4658).jpg,Normal,Normal- (4658)
data\raw\kaggle\Normal\Normal- (4985).jpg,Normal,Normal- (4985)
data\raw\kaggle\Normal\Normal- (2496).jpg,Normal,Normal- (2496)
data\raw\kaggle\Normal\Normal- (2790).jpg,Normal,Normal- (2790)
data\raw\kaggle\Normal\Normal- (1919).jpg,Normal,Normal- (1919)
data\raw\kaggle\Normal\Normal- (2123).jpg,Normal,Normal- (2123)
data\raw\kaggle\Normal\Normal- (3230).jpg,Normal,Normal- (3230)
data\raw\kaggle\Normal\Normal- (4259).jpg,Normal,Normal- (4259)
data\raw\kaggle\Normal\Normal- (3609).jpg,Normal,Normal- (3609)
data\raw\kaggle\Normal\Normal- (3458).jpg,Normal,Normal- (3458)
data\raw\kaggle\Normal\Normal- (4990).jpg,Normal,Normal- (4990)
data\raw\kaggle\Normal\Normal- (2610).jpg,Normal,Normal- (2610)
data\raw\kaggle\Normal\Normal- (3400).jpg,Normal,Normal- (3400)
data\raw\kaggle\Normal\Normal- (3576).jpg,Normal,Normal- (3576)
data\raw\kaggle\Normal\Normal- (2882).jpg,Normal,Normal- (2882)
data\raw\kaggle\Normal\Normal- (3350).jpg,Normal,Normal- (3350)
data\raw\kaggle\Normal\Normal- (251).jpg,Normal,Normal- (251)
data\raw\kaggle\Normal\Normal- (3301).jpg,Normal,Normal- (3301)
data\raw\kaggle\Normal\Normal- (3757).jpg,Normal,Normal- (3757)
data\raw\kaggle\Normal\Normal- (606).jpg,Normal,Normal- (606)
data\raw\kaggle\Normal\Normal- (4182).jpg,Normal,Normal- (4182)
data\raw\kaggle\Normal\Normal- (2150).jpg,Normal,Normal- (2150)
data\raw\kaggle\Normal\Normal- (3162).jpg,Normal,Normal- (3162)
data\raw\kaggle\Normal\Normal- (3325).jpg,Normal,Normal- (3325)
data\raw\kaggle\Normal\Normal- (5003).jpg,Normal,Normal- (5003)
data\raw\kaggle\Normal\Normal- (3252).jpg,Normal,Normal- (3252)
data\raw\kaggle\Normal\Normal- (754).jpg,Normal,Normal- (754)
data\raw\kaggle\Normal\Normal- (4217).jpg,Normal,Normal- (4217)
data\raw\kaggle\Normal\Normal- (2371).jpg,Normal,Normal- (2371)
data\raw\kaggle\Normal\Normal- (399).jpg,Normal,Normal- (399)
data\raw\kaggle\Normal\Normal- (1767).jpg,Normal,Normal- (1767)
data\raw\kaggle\Normal\Normal- (1979).jpg,Normal,Normal- (1979)
data\raw\kaggle\Normal\Normal- (268).jpg,Normal,Normal- (268)
data\raw\kaggle\Normal\Normal- (721).jpg,Normal,Normal- (721)
data\raw\kaggle\Normal\Normal- (2253).jpg,Normal,Normal- (2253)
data\raw\kaggle\Normal\Normal- (132).jpg,Normal,Normal- (132)
data\raw\kaggle\Normal\Normal- (324).jpg,Normal,Normal- (324)
data\raw\kaggle\Normal\Normal- (1893).jpg,Normal,Normal- (1893)
data\raw\kaggle\Normal\Normal- (1878).jpg,Normal,Normal- (1878)
data\raw\kaggle\Normal\Normal- (1439).jpg,Normal,Normal- (1439)
data\raw\kaggle\Normal\Normal- (2176).jpg,Normal,Normal- (2176)
data\raw\kaggle\Normal\Normal- (492).jpg,Normal,Normal- (492)
data\raw\kaggle\Normal\Normal- (2392).jpg,Normal,Normal- (2392)
data\raw\kaggle\Normal\Normal- (3319).jpg,Normal,Normal- (3319)
data\raw\kaggle\Normal\Normal- (2901).jpg,Normal,Normal- (2901)
data\raw\kaggle\Normal\Normal- (3591).jpg,Normal,Normal- (3591)
data\raw\kaggle\Normal\Normal- (3404).jpg,Normal,Normal- (3404)
data\raw\kaggle\Normal\Normal- (3740).jpg,Normal,Normal- (3740)
data\raw\kaggle\Normal\Normal- (3168).jpg,Normal,Normal- (3168)
data\raw\kaggle\Normal\Normal- (3093).jpg,Normal,Normal- (3093)
data\raw\kaggle\Normal\Normal- (2205).jpg,Normal,Normal- (2205)
data\raw\kaggle\Normal\Normal- (4252).jpg,Normal,Normal- (4252)
data\raw\kaggle\Normal\Normal- (1283).jpg,Normal,Normal- (1283)
data\raw\kaggle\Normal\Normal- (804).jpg,Normal,Normal- (804)
data\raw\kaggle\Normal\Normal- (1424).jpg,Normal,Normal- (1424)
data\raw\kaggle\Normal\Normal- (874).jpg,Normal,Normal- (874)
data\raw\kaggle\Normal\Normal- (2720).jpg,Normal,Normal- (2720)
data\raw\kaggle\Normal\Normal- (1351).jpg,Normal,Normal- (1351)
data\raw\kaggle\Normal\Normal- (1104).jpg,Normal,Normal- (1104)
data\raw\kaggle\Normal\Normal- (3465).jpg,Normal,Normal- (3465)
data\raw\kaggle\Normal\Normal- (1702).jpg,Normal,Normal- (1702)
data\raw\kaggle\Normal\Normal- (833).jpg,Normal,Normal- (833)
data\raw\kaggle\Normal\Normal- (4207).jpg,Normal,Normal- (4207)
data\raw\kaggle\Normal\Normal- (4413).jpg,Normal,Normal- (4413)
data\raw\kaggle\Normal\Normal- (4502).jpg,Normal,Normal- (4502)
data\raw\kaggle\Normal\Normal- (4279).jpg,Normal,Normal- (4279)
data\raw\kaggle\Normal\Normal- (1465).jpg,Normal,Normal- (1465)
data\raw\kaggle\Normal\Normal- (3346).jpg,Normal,Normal- (3346)
data\raw\kaggle\Normal\Normal- (2247).jpg,Normal,Normal- (2247)
data\raw\kaggle\Normal\Normal- (866).jpg,Normal,Normal- (866)
data\raw\kaggle\Normal\Normal- (3873).jpg,Normal,Normal- (3873)
data\raw\kaggle\Normal\Normal- (3745).jpg,Normal,Normal- (3745)
data\raw\kaggle\Normal\Normal- (712).jpg,Normal,Normal- (712)
data\raw\kaggle\Normal\Normal- (3548).jpg,Normal,Normal- (3548)
data\raw\kaggle\Normal\Normal- (1799).jpg,Normal,Normal- (1799)
data\raw\kaggle\Normal\Normal- (3095).jpg,Normal,Normal- (3095)
data\raw\kaggle\Normal\Normal- (3691).jpg,Normal,Normal- (3691)
data\raw\kaggle\Normal\Normal- (1891).jpg,Normal,Normal- (1891)
data\raw\kaggle\Normal\Normal- (3286).jpg,Normal,Normal- (3286)
data\raw\kaggle\Normal\Normal- (2012).jpg,Normal,Normal- (2012)
data\raw\kaggle\Normal\Normal- (2334).jpg,Normal,Normal- (2334)
data\raw\kaggle\Normal\Normal- (110).jpg,Normal,Normal- (110)
data\raw\kaggle\Normal\Normal- (3511).jpg,Normal,Normal- (3511)
data\raw\kaggle\Normal\Normal- (3559).jpg,Normal,Normal- (3559)
data\raw\kaggle\Normal\Normal- (1207).jpg,Normal,Normal- (1207)
data\raw\kaggle\Normal\Normal- (2093).jpg,Normal,Normal- (2093)
data\raw\kaggle\Normal\Normal- (2454).jpg,Normal,Normal- (2454)
data\raw\kaggle\Normal\Normal- (384).jpg,Normal,Normal- (384)
data\raw\kaggle\Normal\Normal- (4898).jpg,Normal,Normal- (4898)
data\raw\kaggle\Normal\Normal- (1286).jpg,Normal,Normal- (1286)
data\raw\kaggle\Normal\Normal- (6).jpg,Normal,Normal- (6)
data\raw\kaggle\Normal\Normal- (1197).jpg,Normal,Normal- (1197)
data\raw\kaggle\Normal\Normal- (1911).jpg,Normal,Normal- (1911)
data\raw\kaggle\Normal\Normal- (1271).jpg,Normal,Normal- (1271)
data\raw\kaggle\Normal\Normal- (3809).jpg,Normal,Normal- (3809)
data\raw\kaggle\Normal\Normal- (3349).jpg,Normal,Normal- (3349)
data\raw\kaggle\Normal\Normal- (4740).jpg,Normal,Normal- (4740)
data\raw\kaggle\Normal\Normal- (2587).jpg,Normal,Normal- (2587)
data\raw\kaggle\Normal\Normal- (1391).jpg,Normal,Normal- (1391)
data\raw\kaggle\Normal\Normal- (1428).jpg,Normal,Normal- (1428)
data\raw\kaggle\Normal\Normal- (3043).jpg,Normal,Normal- (3043)
data\raw\kaggle\Normal\Normal- (1994).jpg,Normal,Normal- (1994)
data\raw\kaggle\Normal\Normal- (1972).jpg,Normal,Normal- (1972)
data\raw\kaggle\Normal\Normal- (640).jpg,Normal,Normal- (640)
data\raw\kaggle\Normal\Normal- (3518).jpg,Normal,Normal- (3518)
data\raw\kaggle\Normal\Normal- (3393).jpg,Normal,Normal- (3393)
data\raw\kaggle\Normal\Normal- (2033).jpg,Normal,Normal- (2033)
data\raw\kaggle\Normal\Normal- (3620).jpg,Normal,Normal- (3620)
data\raw\kaggle\Normal\Normal- (1901).jpg,Normal,Normal- (1901)
data\raw\kaggle\Normal\Normal- (143).jpg,Normal,Normal- (143)
data\raw\kaggle\Normal\Normal- (1410).jpg,Normal,Normal- (1410)
data\raw\kaggle\Normal\Normal- (1240).jpg,Normal,Normal- (1240)
data\raw\kaggle\Normal\Normal- (2122).jpg,Normal,Normal- (2122)
data\raw\kaggle\Normal\Normal- (3806).jpg,Normal,Normal- (3806)
data\raw\kaggle\Normal\Normal- (4757).jpg,Normal,Normal- (4757)
data\raw\kaggle\Normal\Normal- (4002).jpg,Normal,Normal- (4002)
data\raw\kaggle\Normal\Normal- (1681).jpg,Normal,Normal- (1681)
data\raw\kaggle\Normal\Normal- (2159).jpg,Normal,Normal- (2159)
data\raw\kaggle\Normal\Normal- (2363).jpg,Normal,Normal- (2363)
data\raw\kaggle\Normal\Normal- (2260).jpg,Normal,Normal- (2260)
data\raw\kaggle\Normal\Normal- (958).jpg,Normal,Normal- (958)
data\raw\kaggle\Normal\Normal- (3292).jpg,Normal,Normal- (3292)
data\raw\kaggle\Normal\Normal- (1412).jpg,Normal,Normal- (1412)
data\raw\kaggle\Normal\Normal- (4854).jpg,Normal,Normal- (4854)
data\raw\kaggle\Normal\Normal- (1080).jpg,Normal,Normal- (1080)
data\raw\kaggle\Normal\Normal- (4886).jpg,Normal,Normal- (4886)
data\raw\kaggle\Normal\Normal- (3186).jpg,Normal,Normal- (3186)
data\raw\kaggle\Normal\Normal- (2716).jpg,Normal,Normal- (2716)
data\raw\kaggle\Normal\Normal- (4748).jpg,Normal,Normal- (4748)
data\raw\kaggle\Normal\Normal- (4718).jpg,Normal,Normal- (4718)
data\raw\kaggle\Normal\Normal- (1381).jpg,Normal,Normal- (1381)
data\raw\kaggle\Normal\Normal- (3261).jpg,Normal,Normal- (3261)
data\raw\kaggle\Normal\Normal- (423).jpg,Normal,Normal- (423)
data\raw\kaggle\Normal\Normal- (1484).jpg,Normal,Normal- (1484)
data\raw\kaggle\Normal\Normal- (3888).jpg,Normal,Normal- (3888)
data\raw\kaggle\Normal\Normal- (4717).jpg,Normal,Normal- (4717)
data\raw\kaggle\Normal\Normal- (363).jpg,Normal,Normal- (363)
data\raw\kaggle\Normal\Normal- (936).jpg,Normal,Normal- (936)
data\raw\kaggle\Normal\Normal- (2467).jpg,Normal,Normal- (2467)
data\raw\kaggle\Normal\Normal- (734).jpg,Normal,Normal- (734)
data\raw\kaggle\Normal\Normal- (3973).jpg,Normal,Normal- (3973)
data\raw\kaggle\Normal\Normal- (558).jpg,Normal,Normal- (558)
data\raw\kaggle\Normal\Normal- (4589).jpg,Normal,Normal- (4589)
data\raw\kaggle\Normal\Normal- (603).jpg,Normal,Normal- (603)
data\raw\kaggle\Normal\Normal- (1361).jpg,Normal,Normal- (1361)
data\raw\kaggle\Normal\Normal- (4057).jpg,Normal,Normal- (4057)
data\raw\kaggle\Normal\Normal- (3499).jpg,Normal,Normal- (3499)
data\raw\kaggle\Normal\Normal- (179).jpg,Normal,Normal- (179)
data\raw\kaggle\Normal\Normal- (637).jpg,Normal,Normal- (637)
data\raw\kaggle\Normal\Normal- (1927).jpg,Normal,Normal- (1927)
data\raw\kaggle\Normal\Normal- (860).jpg,Normal,Normal- (860)
data\raw\kaggle\Normal\Normal- (1731).jpg,Normal,Normal- (1731)
data\raw\kaggle\Normal\Normal- (5010).jpg,Normal,Normal- (5010)
data\raw\kaggle\Normal\Normal- (3774).jpg,Normal,Normal- (3774)
data\raw\kaggle\Normal\Normal- (4135).jpg,Normal,Normal- (4135)
data\raw\kaggle\Normal\Normal- (3385).jpg,Normal,Normal- (3385)
data\raw\kaggle\Normal\Normal- (2020).jpg,Normal,Normal- (2020)
data\raw\kaggle\Normal\Normal- (1735).jpg,Normal,Normal- (1735)
data\raw\kaggle\Normal\Normal- (4584).jpg,Normal,Normal- (4584)
data\raw\kaggle\Normal\Normal- (1063).jpg,Normal,Normal- (1063)
data\raw\kaggle\Normal\Normal- (4358).jpg,Normal,Normal- (4358)
data\raw\kaggle\Normal\Normal- (2709).jpg,Normal,Normal- (2709)
data\raw\kaggle\Normal\Normal- (371).jpg,Normal,Normal- (371)
data\raw\kaggle\Normal\Normal- (1292).jpg,Normal,Normal- (1292)
data\raw\kaggle\Normal\Normal- (4423).jpg,Normal,Normal- (4423)
data\raw\kaggle\Normal\Normal- (3173).jpg,Normal,Normal- (3173)
data\raw\kaggle\Normal\Normal- (1583).jpg,Normal,Normal- (1583)
data\raw\kaggle\Normal\Normal- (1897).jpg,Normal,Normal- (1897)
data\raw\kaggle\Normal\Normal- (3495).jpg,Normal,Normal- (3495)
data\raw\kaggle\Normal\Normal- (2707).jpg,Normal,Normal- (2707)
data\raw\kaggle\Normal\Normal- (4604).jpg,Normal,Normal- (4604)
data\raw\kaggle\Normal\Normal- (1656).jpg,Normal,Normal- (1656)
data\raw\kaggle\Normal\Normal- (2062).jpg,Normal,Normal- (2062)
data\raw\kaggle\Normal\Normal- (2734).jpg,Normal,Normal- (2734)
data\raw\kaggle\Normal\Normal- (3813).jpg,Normal,Normal- (3813)
data\raw\kaggle\Normal\Normal- (4539).jpg,Normal,Normal- (4539)
data\raw\kaggle\Normal\Normal- (2855).jpg,Normal,Normal- (2855)
data\raw\kaggle\Normal\Normal- (3120).jpg,Normal,Normal- (3120)
data\raw\kaggle\Normal\Normal- (924).jpg,Normal,Normal- (924)
data\raw\kaggle\Normal\Normal- (1541).jpg,Normal,Normal- (1541)
data\raw\kaggle\Normal\Normal- (4396).jpg,Normal,Normal- (4396)
data\raw\kaggle\Normal\Normal- (2664).jpg,Normal,Normal- (2664)
